CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,cluster
16546.0,82,2,564.95,1,2,3.0,2
15260.0,42,6,1595.27,2,4,5.0,1
13305.0,17,10,1000.21,3,5,4.0,6
14491.0,197,2,220.98,1,2,2.0,2
15923.0,0,1,78.3,5,1,1.0,3
16752.0,0,1,77.7,5,1,1.0,3
17287.0,48,7,709.51,2,5,4.0,1
15363.0,0,1,310.1,5,1,2.0,9
12915.0,224,2,201.05,1,2,2.0,2
15544.0,1,11,3475.01,4,5,5.0,6
15738.0,25,19,3781.29,3,5,5.0,6
16042.0,35,7,1081.07,2,5,4.0,1
15827.0,41,20,1363.78,2,5,4.0,1
14180.0,19,26,1773.47,3,5,5.0,6
13117.0,100,8,840.7,1,5,4.0,8
16916.0,349,2,512.03,1,2,3.0,2
17964.0,341,2,334.74,1,2,3.0,2
14466.0,44,7,1400.65,2,5,5.0,1
17235.0,347,2,357.46,1,2,3.0,2
16510.0,0,1,178.54999999999998,5,1,2.0,9
17802.0,98,4,1129.32,1,4,4.0,8
15107.0,4,4,104.10000000000001,4,4,1.0,7
17976.0,0,1,314.04,5,1,2.0,9
14449.0,46,4,873.85,2,4,4.0,8
16781.0,7,2,215.15,3,2,2.0,7
13491.0,96,10,943.34,1,5,4.0,8
16186.0,23,13,3628.08,3,5,5.0,6
17685.0,72,7,2535.26,2,5,5.0,1
17581.0,33,28,7900.68,2,5,5.0,1
15732.0,160,2,280.2,1,2,2.0,2
13138.0,24,6,946.49,3,4,4.0,5
17460.0,16,6,386.98,3,4,3.0,5
17567.0,50,10,2701.77,2,5,5.0,1
15061.0,7,33,6687.17,3,5,5.0,6
16203.0,89,5,589.15,1,4,3.0,8
15640.0,12,15,8001.780000000001,3,5,5.0,6
15574.0,181,4,465.26,1,4,3.0,8
16770.0,179,6,670.85,1,4,4.0,8
17838.0,63,6,1820.76,2,4,5.0,1
17228.0,10,8,1798.95,3,5,5.0,6
14829.0,155,6,627.93,1,4,3.0,8
17412.0,21,7,1178.74,3,5,4.0,6
14031.0,14,17,6162.46,3,5,5.0,6
14775.0,79,3,879.42,1,3,4.0,4
12971.0,5,79,5354.43,4,5,5.0,6
15834.0,95,4,1486.13,1,4,5.0,1
17659.0,14,13,2350.65,3,5,5.0,6
15646.0,85,4,342.07000000000005,1,4,3.0,8
14443.0,85,7,1351.01,1,5,4.0,8
14156.0,7,47,18254.260000000002,3,5,5.0,6
13402.0,245,2,587.23,1,2,3.0,2
18168.0,28,8,846.28,2,5,4.0,1
17757.0,3,31,4292.35,4,5,5.0,6
14625.0,1,5,651.23,4,4,4.0,5
13011.0,0,1,50.550000000000004,5,1,1.0,3
15384.0,190,3,585.26,1,3,3.0,2
14264.0,91,3,173.42000000000002,1,3,2.0,2
13295.0,13,2,165.05,3,2,2.0,7
16029.0,15,16,1324.35,3,5,4.0,6
16634.0,150,2,172.5,1,2,2.0,2
18239.0,42,5,1457.81,2,4,5.0,1
14576.0,0,1,35.400000000000006,5,1,1.0,3
14395.0,58,9,3157.01,2,5,5.0,1
14865.0,365,2,43.08,1,2,1.0,2
15093.0,98,9,1795.6000000000001,1,5,5.0,1
12738.0,0,1,110.4,5,1,1.0,3
16150.0,4,10,1734.17,4,5,5.0,6
17552.0,18,6,838.8199999999999,3,4,4.0,5
14236.0,292,2,302.64,1,2,2.0,2
17961.0,10,37,858.24,3,5,4.0,6
14573.0,3,12,782.45,4,5,4.0,6
17135.0,21,5,635.77,3,4,4.0,5
17396.0,223,2,108.75,1,2,1.0,2
12967.0,355,3,318.65,1,3,2.0,2
12686.0,0,1,71.14,5,1,1.0,3
15240.0,40,7,1147.8,2,5,4.0,1
13370.0,5,2,588.2,4,2,3.0,7
16883.0,184,2,213.03,1,2,2.0,2
13520.0,70,7,1565.85,2,5,5.0,1
12841.0,10,26,3205.69,3,5,5.0,6
16905.0,14,7,2084.34,3,5,5.0,6
12427.0,39,4,417.96999999999997,2,4,3.0,8
17967.0,0,1,95.22,5,1,1.0,3
16891.0,35,5,653.7,2,4,4.0,8
14680.0,46,21,3725.67,2,5,5.0,1
17884.0,308,4,559.6,1,4,3.0,8
14083.0,3,8,835.63,4,5,4.0,6
13013.0,20,15,4122.45,3,5,5.0,6
14210.0,14,7,1611.17,3,5,5.0,6
16477.0,68,7,2450.7200000000003,2,5,5.0,1
12779.0,16,12,2460.62,3,5,5.0,6
16926.0,0,1,33.45,5,1,1.0,3
17787.0,152,4,1677.94,1,4,5.0,1
12682.0,6,30,8437.94,4,5,5.0,6
14723.0,26,6,1028.28,3,4,4.0,5
17954.0,63,13,2028.66,2,5,5.0,1
17819.0,111,6,676.81,1,4,4.0,8
12712.0,21,15,2563.38,3,5,5.0,6
15373.0,10,11,1339.41,3,5,4.0,6
16140.0,13,3,497.49,3,3,3.0,5
17198.0,342,3,354.97,1,3,3.0,2
17238.0,5,17,3303.65,4,5,5.0,6
12793.0,37,2,395.48,2,2,3.0,4
14396.0,306,2,451.09,1,2,3.0,2
14898.0,111,8,863.88,1,5,4.0,8
12725.0,0,1,371.8,5,1,3.0,0
16725.0,6,8,596.73,4,5,3.0,5
12395.0,4,15,1824.22,4,5,5.0,6
16455.0,31,7,1841.18,2,5,5.0,1
13081.0,10,17,17814.19,3,5,5.0,6
15545.0,317,2,233.12,1,2,2.0,2
17243.0,4,30,5830.54,4,5,5.0,6
15465.0,42,19,1842.79,2,5,5.0,1
15708.0,98,10,2688.4,1,5,5.0,1
16033.0,28,26,6848.06,2,5,5.0,1
13838.0,112,4,527.58,1,4,3.0,8
15351.0,21,10,1612.89,3,5,5.0,6
18055.0,32,11,5410.360000000001,2,5,5.0,1
15038.0,15,7,385.89,3,5,3.0,5
18109.0,6,29,3450.17,4,5,5.0,6
13069.0,14,26,3134.11,3,5,5.0,6
16241.0,23,13,2304.71,3,5,5.0,6
14800.0,12,15,3544.82,3,5,5.0,6
16839.0,13,32,3471.5299999999997,3,5,5.0,6
16168.0,6,24,1821.22,4,5,5.0,6
16931.0,14,21,4214.75,3,5,5.0,6
16814.0,9,21,4975.78,3,5,5.0,6
13269.0,10,17,4345.5,3,5,5.0,6
14813.0,0,2,113.48,5,2,1.0,3
12567.0,74,11,6512.3,2,5,5.0,1
17062.0,45,5,494.18,2,4,3.0,8
15332.0,0,3,1266.86,5,3,4.0,5
14810.0,63,11,2038.08,2,5,5.0,1
18118.0,9,27,4671.5,3,5,5.0,6
13506.0,4,3,373.75,4,3,3.0,5
17796.0,273,4,585.95,1,4,3.0,8
15716.0,56,4,842.34,2,4,4.0,8
18156.0,357,2,698.49,1,2,4.0,4
15221.0,3,2,156.7,4,2,1.0,7
16983.0,14,8,1529.08,3,5,5.0,6
17059.0,81,5,2563.81,1,4,5.0,1
16327.0,66,6,3194.01,2,4,5.0,1
17211.0,21,9,1781.38,3,5,5.0,6
17026.0,0,1,20.4,5,1,1.0,3
15570.0,3,13,3202.23,4,5,5.0,6
15880.0,0,1,306.43,5,1,2.0,9
16718.0,0,1,500.63,5,1,3.0,0
15808.0,33,5,2990.2200000000003,2,4,5.0,1
17858.0,48,9,2071.11,2,5,5.0,1
16393.0,9,20,2925.93,3,5,5.0,6
14527.0,6,55,4320.16,4,5,5.0,6
14161.0,63,3,890.92,2,3,4.0,4
17863.0,21,6,2891.44,3,4,5.0,6
16411.0,350,2,206.7,1,2,2.0,2
16402.0,105,2,214.75,1,2,2.0,2
15023.0,36,12,4521.54,2,5,5.0,1
15426.0,14,7,1221.9,3,5,4.0,6
12647.0,56,13,1805.92,2,5,5.0,1
15894.0,116,2,255.60000000000002,1,2,2.0,2
15867.0,17,16,2253.7,3,5,5.0,6
14506.0,49,5,1258.3700000000001,2,4,4.0,8
15555.0,18,20,3978.93,3,5,5.0,6
13034.0,315,2,627.82,1,2,3.0,2
17402.0,26,9,619.91,3,5,3.0,5
15889.0,213,2,360.47,1,2,3.0,2
15953.0,10,9,952.0799999999999,3,5,4.0,6
16143.0,105,7,1943.0900000000001,1,5,5.0,1
12720.0,13,28,4373.94,3,5,5.0,6
16422.0,8,43,3441.5,3,5,5.0,6
12747.0,20,11,2640.41,3,5,5.0,6
15502.0,1,17,3136.2,4,5,5.0,6
12763.0,0,1,320.08,5,1,2.0,9
14081.0,35,3,690.1,2,3,4.0,4
17965.0,22,14,2084.05,3,5,5.0,6
14404.0,75,7,1064.1299999999999,2,5,4.0,1
13579.0,355,2,321.29,1,2,2.0,2
13174.0,300,3,2072.7400000000002,1,3,5.0,4
15987.0,108,5,524.95,1,4,3.0,8
17677.0,34,34,3405.93,2,5,5.0,1
13652.0,211,3,1003.64,1,3,4.0,4
17428.0,38,30,5591.34,2,5,5.0,1
16858.0,2,2,290.24,4,2,2.0,7
16161.0,13,24,4585.97,3,5,5.0,6
18219.0,41,10,1616.92,2,5,5.0,1
14293.0,144,4,951.1600000000001,1,4,4.0,8
14748.0,94,6,1287.33,1,4,4.0,8
16638.0,77,11,1121.3,2,5,4.0,1
17674.0,294,2,271.32,1,2,2.0,2
12808.0,148,3,445.7,1,3,3.0,2
15899.0,0,1,43.5,5,1,1.0,3
12708.0,3,16,2021.37,4,5,5.0,6
15898.0,219,6,684.38,1,4,4.0,8
17691.0,10,2,242.70000000000002,3,2,2.0,7
17227.0,42,6,369.86,2,4,3.0,8
15039.0,8,48,14013.22,3,5,5.0,6
15919.0,349,2,589.44,1,2,3.0,2
13497.0,86,3,321.05,1,3,2.0,2
15860.0,35,8,766.8100000000001,2,5,4.0,1
14189.0,6,23,3754.27,4,5,5.0,6
15304.0,25,7,228.50000000000003,3,5,2.0,5
14344.0,10,8,615.5300000000001,3,5,3.0,5
16719.0,60,8,1280.42,2,5,4.0,1
15048.0,51,5,280.87,2,4,2.0,8
15301.0,17,13,3476.61,3,5,5.0,6
14708.0,358,3,496.11,1,3,3.0,2
16898.0,151,3,449.32,1,3,3.0,2
14825.0,12,12,1985.21,3,5,5.0,6
17596.0,22,7,1257.83,3,5,4.0,6
15078.0,4,35,9124.36,4,5,5.0,6
14085.0,5,18,3866.1,4,5,5.0,6
17860.0,0,1,221.0,5,1,2.0,9
13155.0,46,4,843.0600000000001,2,4,4.0,8
15028.0,34,4,520.84,2,4,3.0,8
16919.0,22,11,1597.0,3,5,5.0,6
17259.0,220,2,507.47,1,2,3.0,2
17019.0,250,4,1129.81,1,4,4.0,8
16722.0,34,16,3251.69,2,5,5.0,1
15882.0,170,5,404.76000000000005,1,4,3.0,8
14667.0,11,27,5972.09,3,5,5.0,6
16710.0,55,10,2137.4900000000002,2,5,5.0,1
16550.0,47,9,1901.38,2,5,5.0,1
15984.0,2,10,1852.0,4,5,5.0,6
14487.0,14,6,977.18,3,4,4.0,5
17682.0,105,7,2338.4900000000002,1,5,5.0,1
16658.0,0,1,91.44,5,1,1.0,3
17068.0,14,22,4218.1900000000005,3,5,5.0,6
13089.0,4,95,36053.63,4,5,5.0,6
15356.0,40,10,2728.95,2,5,5.0,1
17223.0,58,2,234.99,2,2,2.0,2
16817.0,30,13,1184.81,2,5,4.0,1
13030.0,357,2,561.88,1,2,3.0,2
17191.0,66,7,1797.01,2,5,5.0,1
15194.0,28,22,5021.38,2,5,5.0,1
16654.0,46,5,375.57,2,4,3.0,8
16861.0,99,3,90.69000000000001,1,3,1.0,2
13481.0,29,8,1652.51,2,5,5.0,1
13495.0,28,6,1661.32,2,4,5.0,1
17519.0,116,7,1146.15,1,5,4.0,8
17218.0,7,10,1563.63,3,5,5.0,6
17812.0,3,4,579.61,4,4,3.0,5
14215.0,66,7,1638.67,2,5,5.0,1
15602.0,14,8,613.95,3,5,3.0,5
17320.0,136,3,815.88,1,3,4.0,4
16782.0,7,18,1773.4,3,5,5.0,6
12913.0,11,5,1088.45,3,4,4.0,5
17869.0,108,5,275.03,1,4,2.0,2
13564.0,14,2,892.94,3,2,4.0,4
14850.0,56,2,269.65,2,2,2.0,2
15021.0,18,13,1556.08,3,5,5.0,6
13963.0,12,4,469.02,3,4,3.0,5
17450.0,15,12,2506.5,3,5,5.0,6
17091.0,29,10,3417.12,2,5,5.0,1
17470.0,83,5,734.41,1,4,4.0,8
12681.0,8,25,9541.2,3,5,5.0,6
14907.0,20,10,2976.33,3,5,5.0,6
17735.0,35,19,12077.380000000001,2,5,5.0,1
16059.0,6,6,1310.21,4,4,4.0,5
17720.0,87,4,860.54,1,4,4.0,8
15018.0,214,3,275.36,1,3,2.0,2
14733.0,7,15,4338.32,3,5,5.0,6
14176.0,29,5,514.3000000000001,2,4,3.0,8
13319.0,12,36,9163.78,3,5,5.0,6
15353.0,113,2,555.1700000000001,1,2,3.0,2
18119.0,0,1,140.51,5,1,1.0,3
17491.0,13,10,2138.03,3,5,5.0,6
14282.0,5,15,2679.78,4,5,5.0,6
13569.0,350,2,286.1,1,2,2.0,2
14673.0,6,5,1334.64,4,4,4.0,5
13488.0,26,16,6572.58,3,5,5.0,6
16221.0,239,3,672.08,1,3,4.0,4
15002.0,181,4,1525.66,1,4,5.0,1
15965.0,11,4,788.77,3,4,4.0,5
15024.0,19,9,1495.23,3,5,5.0,6
17675.0,7,37,14051.92,3,5,5.0,6
13769.0,27,16,2113.83,3,5,5.0,6
16904.0,25,14,2712.55,3,5,5.0,6
16086.0,39,6,791.98,2,4,4.0,8
13786.0,0,1,148.8,5,1,1.0,3
13880.0,31,13,2927.18,2,5,5.0,1
13173.0,363,2,340.21,1,2,3.0,2
15858.0,44,5,1187.08,2,4,4.0,8
15180.0,0,1,87.5,5,1,1.0,3
12347.0,37,7,3314.73,2,5,5.0,1
14739.0,17,7,742.2,3,5,4.0,6
16293.0,13,11,1873.99,3,5,5.0,6
17419.0,11,13,3460.77,3,5,5.0,6
16775.0,47,11,1275.26,2,5,4.0,1
16306.0,81,9,555.17,1,5,3.0,8
16950.0,68,3,741.3000000000001,2,3,4.0,4
17591.0,49,7,1563.77,2,5,5.0,1
12839.0,1,16,5107.32,4,5,5.0,6
13807.0,0,1,80.8,5,1,1.0,3
16125.0,0,1,273.45,5,1,2.0,9
15081.0,43,6,371.2,2,4,3.0,8
16365.0,20,7,547.61,3,5,3.0,5
14821.0,0,1,48.800000000000004,5,1,1.0,3
16863.0,329,3,437.43,1,3,3.0,2
13078.0,2,41,7264.08,4,5,5.0,6
13267.0,6,24,3652.34,4,5,5.0,6
13050.0,5,25,4622.58,4,5,5.0,6
12709.0,12,24,4456.3,3,5,5.0,6
15628.0,20,10,2579.7400000000002,3,5,5.0,6
12386.0,0,1,215.7,5,1,2.0,9
14796.0,21,24,7080.25,3,5,5.0,6
16779.0,12,27,7641.13,3,5,5.0,6
13599.0,7,31,3763.06,3,5,5.0,6
13329.0,323,3,277.08,1,3,2.0,2
18077.0,25,11,2453.55,3,5,5.0,6
17406.0,3,3,1170.47,4,3,4.0,5
15750.0,13,9,2159.33,3,5,5.0,6
13983.0,19,10,1264.8300000000002,3,5,4.0,6
13842.0,14,9,2555.65,3,5,5.0,6
12441.0,0,1,155.55,5,1,1.0,3
13199.0,1,20,2406.84,4,5,5.0,6
14032.0,14,18,2127.2599999999998,3,5,5.0,6
17706.0,40,22,6654.66,2,5,5.0,1
16081.0,31,5,2328.85,2,4,5.0,1
16525.0,14,28,3829.19,3,5,5.0,6
14952.0,13,13,4230.17,3,5,5.0,6
17975.0,48,13,3828.05,2,5,5.0,1
16122.0,39,4,342.18,2,4,3.0,8
13126.0,40,9,1760.17,2,5,5.0,1
15973.0,0,1,34.4,5,1,1.0,3
16558.0,22,24,6379.27,3,5,5.0,6
16893.0,0,1,126.03,5,1,1.0,3
15529.0,44,12,3624.11,2,5,5.0,1
15498.0,15,28,11161.12,3,5,5.0,6
18043.0,182,3,456.81,1,3,3.0,2
16016.0,12,8,1281.31,3,5,4.0,6
17722.0,93,6,1516.8600000000001,1,4,5.0,1
17324.0,4,4,418.59000000000003,4,4,3.0,5
17341.0,210,3,615.37,1,3,3.0,2
14051.0,8,25,10363.26,3,5,5.0,6
15916.0,14,9,1067.6200000000001,3,5,4.0,6
16385.0,98,3,479.04,1,3,3.0,2
15032.0,110,2,315.25,1,2,2.0,2
16713.0,5,18,4700.88,4,5,5.0,6
17213.0,101,11,2151.9500000000003,1,5,5.0,1
18061.0,44,10,1053.39,2,5,4.0,1
13113.0,14,33,2950.09,3,5,5.0,6
16553.0,27,7,972.99,3,5,4.0,6
13455.0,305,3,630.9,1,3,3.0,2
14217.0,10,21,1210.3600000000001,3,5,4.0,6
17262.0,175,3,391.81,1,3,3.0,2
18259.0,61,3,2203.6000000000004,2,3,5.0,4
17676.0,54,7,1303.69,2,5,4.0,1
16679.0,0,1,117.0,5,1,1.0,3
18269.0,8,2,138.9,3,2,1.0,7
12766.0,54,7,5713.12,2,5,5.0,1
15298.0,8,11,3106.88,3,5,5.0,6
18193.0,201,2,188.06,1,2,2.0,2
13523.0,13,6,2165.78,3,4,5.0,6
15005.0,11,35,5522.03,3,5,5.0,6
15581.0,26,11,608.13,3,5,3.0,5
15680.0,31,3,1153.39,2,3,4.0,4
13649.0,110,2,333.85,1,2,3.0,2
17894.0,25,8,905.76,3,5,4.0,6
14618.0,1,4,393.99,4,4,3.0,5
13077.0,289,4,638.46,1,4,4.0,8
13115.0,3,13,1947.8600000000001,4,5,5.0,6
13531.0,161,2,357.7,1,2,3.0,2
13140.0,7,3,349.92,3,3,3.0,5
15713.0,223,2,266.6,1,2,2.0,2
17999.0,329,2,336.46,1,2,3.0,2
15347.0,0,1,81.60000000000001,5,1,1.0,3
14766.0,72,6,2282.42,2,4,5.0,1
17340.0,20,15,8882.85,3,5,5.0,6
13984.0,100,4,277.43,1,4,2.0,2
15996.0,28,6,796.48,2,4,4.0,8
14030.0,71,8,1595.95,2,5,5.0,1
16596.0,351,2,193.85000000000002,1,2,2.0,2
16700.0,21,15,4789.41,3,5,5.0,6
16011.0,21,16,3234.23,3,5,5.0,6
17655.0,30,7,1342.44,2,5,4.0,1
16717.0,14,9,2959.83,3,5,5.0,6
14243.0,30,14,2152.2400000000002,2,5,5.0,1
12963.0,2,9,1648.46,4,5,5.0,6
15513.0,2,19,8180.570000000001,4,5,5.0,6
15079.0,79,4,608.61,1,4,3.0,8
14437.0,0,1,63.0,5,1,1.0,3
12942.0,66,3,505.0,2,3,3.0,4
15660.0,60,11,1421.39,2,5,5.0,1
18092.0,27,10,2815.62,3,5,5.0,6
15358.0,25,28,7573.66,3,5,5.0,6
12481.0,43,10,3462.2,2,5,5.0,1
12721.0,48,7,2100.94,2,5,5.0,1
12621.0,22,22,7632.33,3,5,5.0,6
14299.0,13,12,2177.37,3,5,5.0,6
18071.0,108,2,369.4,1,2,3.0,2
12683.0,32,16,5044.08,2,5,5.0,1
13854.0,16,27,2507.42,3,5,5.0,6
12797.0,5,3,146.28,4,3,1.0,7
13369.0,11,2,153.85000000000002,3,2,1.0,7
12494.0,25,10,931.6500000000001,3,5,4.0,6
17411.0,63,4,600.7,2,4,3.0,8
14932.0,0,1,140.43,5,1,1.0,3
12429.0,163,4,2313.04,1,4,5.0,1
14355.0,0,1,158.5,5,1,1.0,3
17526.0,356,4,140.20000000000002,1,4,1.0,2
14896.0,161,2,457.82,1,2,3.0,2
14440.0,34,5,1549.88,2,4,5.0,1
13240.0,77,4,616.7,2,4,3.0,8
14479.0,112,2,252.65,1,2,2.0,2
16065.0,0,1,322.79,5,1,2.0,9
17430.0,333,2,242.36,1,2,2.0,2
16520.0,53,3,912.72,2,3,4.0,4
15945.0,0,1,13.6,5,1,1.0,3
15181.0,109,5,185.79999999999998,1,4,2.0,2
15856.0,3,28,9565.960000000001,4,5,5.0,6
13102.0,7,27,4910.89,3,5,5.0,6
14205.0,248,3,124.85,1,3,1.0,2
17702.0,49,6,988.84,2,4,4.0,8
15271.0,19,16,2175.52,3,5,5.0,6
13982.0,124,5,1413.9,1,4,5.0,1
15288.0,112,5,2074.12,1,4,5.0,1
17978.0,0,1,129.5,5,1,1.0,3
16795.0,0,1,392.18,5,1,3.0,0
16519.0,340,2,74.38,1,2,1.0,2
17816.0,29,4,36.56,2,4,1.0,2
13021.0,21,12,1823.98,3,5,5.0,6
16255.0,79,10,2170.0,1,5,5.0,1
17671.0,119,5,1095.1100000000001,1,4,4.0,8
17646.0,51,4,798.0600000000001,2,4,4.0,8
12649.0,105,4,493.25,1,4,3.0,8
16350.0,43,5,924.65,2,4,4.0,8
12872.0,39,2,507.12,2,2,3.0,4
17339.0,271,2,199.20000000000002,1,2,2.0,2
18230.0,13,10,1939.3000000000002,3,5,5.0,6
17097.0,8,9,795.97,3,5,4.0,6
15192.0,72,3,618.6,2,3,3.0,4
15279.0,11,2,227.35,3,2,2.0,7
17950.0,293,3,365.15,1,3,3.0,2
12826.0,27,8,1454.2,3,5,5.0,6
17456.0,0,1,219.62,5,1,2.0,9
15811.0,5,9,1871.28,4,5,5.0,6
13327.0,74,9,2679.87,2,5,5.0,1
17700.0,78,5,2125.54,1,4,5.0,1
13136.0,6,11,2374.93,4,5,5.0,6
15329.0,4,5,799.5,4,4,4.0,5
18225.0,18,16,4164.86,3,5,5.0,6
15211.0,305,2,670.9100000000001,1,2,4.0,4
15596.0,99,9,1067.79,1,5,4.0,8
16163.0,0,1,50.1,5,1,1.0,3
16907.0,119,5,768.2,1,4,4.0,8
17576.0,30,21,2689.4,2,5,5.0,1
14713.0,20,12,2149.21,3,5,5.0,6
14702.0,7,18,2327.44,3,5,5.0,6
13230.0,25,14,2087.79,3,5,5.0,6
13969.0,1,20,6456.1,4,5,5.0,6
17530.0,15,10,2098.42,3,5,5.0,6
15805.0,6,18,4653.24,4,5,5.0,6
12471.0,8,40,8373.65,3,5,5.0,6
17696.0,50,14,1666.97,2,5,5.0,1
17076.0,237,3,386.9599999999999,1,3,3.0,2
17827.0,237,5,1759.49,1,4,5.0,1
16265.0,34,11,3994.66,2,5,5.0,1
17880.0,0,1,387.82,5,1,3.0,0
13000.0,105,2,382.16,1,2,3.0,2
16499.0,4,3,291.6,4,3,2.0,7
17790.0,35,14,1653.5,2,5,5.0,1
12731.0,28,11,7100.19,2,5,5.0,1
14419.0,28,6,1032.21,2,4,4.0,8
14082.0,0,1,127.05,5,1,1.0,3
17912.0,49,6,189.68,2,4,2.0,8
15723.0,0,1,149.4,5,1,1.0,3
16656.0,13,16,1284.72,3,5,4.0,6
14037.0,188,2,139.25,1,2,1.0,2
14256.0,104,2,738.0600000000001,1,2,4.0,4
14543.0,25,21,1051.53,3,5,4.0,6
